metro_area,customer_satisfaction,BusinessAcceptsCreditCards,WheelchairAccessible,OutdoorSeating,HasTV,DogsAllowed,GoodForKids,RestaurantsGoodForGroups,DriveThru,RestaurantsPriceRange2,latenight,lunch,dinner,breakfast,HasFreeWiFi
St Louis,19,1,1,1,0,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,-23.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
St Louis,-6,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
St Louis,7,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,NA
Boise,20,1,1,0,1,NA,0,0,1,1,0,0,0,0,0
Tucson,14,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0
Tucson,0,1,NA,0,1,NA,1,0,1,1,0,0,0,0,0
Nashville,8.5,1,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,0
Philadelphia,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Tucson,8,1,NA,0,1,NA,0,0,NA,1,NA,NA,NA,NA,0
Philadelphia,114,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,10,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Indianapolis,72,1,NA,1,NA,1,1,NA,NA,2,NA,NA,NA,NA,1
New Orleans,31,1,1,1,1,NA,1,0,1,1,0,0,0,0,0
Philadelphia,-49,1,NA,0,1,NA,1,1,0,1,0,0,0,0,0
Philadelphia,-3.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Boise,3,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tampa,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tampa,-9,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Philadelphia,5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tampa,0,1,NA,0,1,NA,0,0,NA,1,NA,NA,NA,NA,NA
Tampa,0,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,1
Indianapolis,75,1,NA,0,1,NA,1,1,NA,2,0,0,0,0,0
St Louis,-28.5,1,NA,0,0,NA,1,1,1,1,0,0,0,0,1
St Louis,15,1,NA,1,0,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,-14.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Nashville,2.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
St Louis,0,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,0,1,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA
Philadelphia,4.5,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,30,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,0
Philadelphia,-9.5,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Tucson,47,1,NA,1,0,0,1,1,NA,2,0,1,NA,1,1
Philadelphia,312,1,NA,0,0,0,1,1,0,2,0,1,0,0,0
Tucson,213,1,NA,1,1,0,1,1,1,1,0,1,1,0,0
Reno,8.5,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,NA
Reno,0,1,1,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tampa,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tampa,184,1,NA,1,0,0,1,1,1,1,0,0,0,0,1
Philadelphia,2.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,13,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,9,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Philadelphia,7.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,-54,1,NA,0,1,NA,1,0,1,1,0,0,0,1,1
Indianapolis,7.5,1,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA
Tucson,-12,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis,0,1,NA,1,NA,NA,1,0,NA,1,NA,NA,NA,NA,1
St Louis,-9,1,NA,NA,1,NA,0,0,1,1,NA,NA,NA,NA,NA
Philadelphia,0,1,NA,0,1,NA,1,0,1,1,0,0,0,0,1
Tucson,0,1,NA,0,0,NA,1,1,1,1,NA,NA,NA,NA,0
Nashville,0,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,8,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Boise,0,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1
Tampa,124.5,1,NA,1,0,0,1,1,1,1,0,1,1,1,1
Tampa,30,1,NA,1,1,NA,1,1,NA,1,0,1,0,0,0
Philadelphia,75,1,1,1,0,NA,1,1,1,1,0,1,0,0,0
Philadelphia,-13,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Nashville,0,1,NA,0,0,NA,1,1,1,1,0,1,0,0,1
Indianapolis,-14,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Philadelphia,11.5,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Philadelphia,10.5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,-8.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
St Louis,8.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
St Louis,3,1,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA
St Louis,-6.5,1,NA,0,1,NA,1,0,1,1,0,0,0,0,NA
Indianapolis,3,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,NA
Tucson,12.5,1,NA,0,1,NA,1,1,1,1,0,1,0,0,0
Tucson,55.5,1,1,1,0,NA,1,1,1,1,NA,NA,NA,NA,0
Philadelphia,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,0,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,0
Tampa,-8,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Tampa,10,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,NA
St Louis,50,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,17,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Tampa,8.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Tampa,-7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Philadelphia,6,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tampa,44,1,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,1
New Orleans,0,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,8,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,-3,1,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,1
Tucson,3.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
New Orleans,34,1,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,9,1,NA,0,1,NA,1,1,NA,1,0,1,NA,NA,1
St Louis,-13,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,1
Tampa,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
St Louis,32,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reno,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Indianapolis,0,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA
Philadelphia,-10.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,49,1,1,1,1,0,1,1,1,1,0,0,0,0,0
Philadelphia,0,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
Indianapolis,-2.5,1,NA,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA
Philadelphia,12,1,NA,NA,1,NA,1,0,NA,2,NA,NA,NA,NA,NA
Santa Barbara,47,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Reno,-10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tucson,0,1,NA,0,1,NA,1,1,1,1,0,0,1,1,1
St Louis,34,1,NA,0,1,NA,1,1,1,1,1,1,0,0,0
Tucson,0,1,NA,0,NA,NA,0,0,1,1,NA,NA,NA,NA,NA
Philadelphia,0,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1
Nashville,17.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Boise,5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Reno,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
St Louis,-16,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,1
Tucson,10.5,1,NA,0,NA,NA,1,1,NA,1,0,0,0,0,NA
Tampa,27,1,NA,0,1,NA,1,1,NA,1,0,1,0,0,NA
St Louis,35,1,1,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,8.5,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,-8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
New Orleans,15,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,15,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Nashville,7,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucson,14,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Philadelphia,49.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tampa,-14,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,3.5,1,NA,NA,1,NA,0,0,0,1,NA,NA,NA,NA,0
Santa Barbara,36.5,1,NA,0,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,10,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
Tucson,-32.5,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,NA
Tucson,3.5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,0,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Tucson,-31,1,1,1,1,NA,1,1,1,1,0,1,0,1,1
Philadelphia,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
St Louis,19,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Reno,13.5,1,NA,0,1,NA,1,0,1,1,0,1,0,0,1
Tampa,4.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Nashville,-15,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1
Tucson,-13,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Reno,73,1,1,1,1,NA,1,1,1,1,0,1,0,0,0
Philadelphia,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nashville,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,NA
Indianapolis,11.5,1,NA,1,1,NA,1,0,1,1,NA,NA,NA,NA,0
Tucson,-20,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tampa,-8.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
New Orleans,63,1,NA,1,0,0,1,1,1,2,0,1,NA,1,1
Indianapolis,-3,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
Tampa,85.5,1,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1
Tucson,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,21,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Indianapolis,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,152,1,NA,1,0,NA,1,1,1,1,0,1,1,0,0
St Louis,14,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tucson,5,1,NA,0,1,NA,1,1,NA,1,0,1,0,0,NA
Indianapolis,17.5,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
Indianapolis,0,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Indianapolis,0,1,NA,0,1,NA,1,1,1,1,0,1,0,0,0
Indianapolis,3,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1
New Orleans,64,1,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1
Boise,0,1,NA,0,NA,NA,1,1,1,1,0,0,0,0,NA
St Louis,48,1,NA,1,0,NA,1,1,0,1,0,1,1,0,0
Indianapolis,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
Tucson,142.5,1,NA,1,1,NA,1,1,1,1,0,1,0,0,0
Nashville,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Boise,112.5,1,NA,0,0,NA,1,1,NA,1,0,1,1,0,0
Philadelphia,-4.5,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,1
St Louis,0,1,NA,NA,1,NA,1,0,1,1,NA,NA,NA,NA,NA
Tampa,35,1,NA,0,0,0,1,1,NA,2,NA,NA,NA,NA,1
Tucson,8,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Nashville,44,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Boise,15,1,NA,1,1,NA,1,1,0,2,0,0,0,0,1
Tampa,106,1,NA,0,0,NA,1,1,0,1,0,1,1,0,0
Tampa,-14,1,NA,0,1,NA,1,0,1,1,0,0,0,0,0
Philadelphia,21,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,0
Tucson,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,-28.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Philadelphia,28,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,-16.5,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA
Philadelphia,0,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
Tucson,12,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Tucson,17,1,1,0,1,NA,1,0,1,1,NA,NA,NA,NA,0
Tucson,121.5,1,1,0,1,NA,1,1,1,1,0,1,1,0,1
St Louis,12,1,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA
Tampa,15,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
St Louis,17,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tucson,66,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,75,1,NA,0,1,0,1,1,1,1,0,1,0,0,0
Tucson,13.5,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Indianapolis,0,1,NA,0,1,NA,1,1,NA,2,0,0,0,0,0
Philadelphia,0,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,NA
New Orleans,-15.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
Boise,45,1,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,10,1,NA,1,1,NA,1,0,1,1,0,0,0,0,1
St Louis,-5,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,0
St Louis,-13,1,NA,0,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA
Nashville,0,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
New Orleans,3.5,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Tucson,4.5,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
Philadelphia,-6,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans,111,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1
Boise,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
St Louis,16,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,0,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,NA
Philadelphia,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,-13.5,1,NA,0,1,NA,NA,NA,NA,1,0,0,0,0,NA
New Orleans,-22.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tampa,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Nashville,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
St Louis,-7.5,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,1
St Louis,0,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,0
Boise,13,1,1,1,1,NA,1,0,1,1,0,1,0,0,0
St Louis,68,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,5,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nashville,0,1,NA,0,0,NA,1,1,1,1,NA,NA,NA,NA,1
Tucson,0,1,NA,1,1,NA,1,1,1,1,0,0,0,0,0
Nashville,8.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,49.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,3,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,0
Tucson,42,1,NA,1,1,NA,1,1,1,1,0,1,1,1,0
Philadelphia,-5,1,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA
Tucson,124,1,NA,1,1,NA,1,1,1,1,0,1,1,0,1
Philadelphia,16.5,1,NA,0,1,NA,1,1,0,1,0,0,0,0,0
St Louis,6,1,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
New Orleans,0,1,NA,0,NA,NA,1,1,1,1,0,0,0,0,1
Tucson,12.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tucson,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Reno,381,1,NA,0,0,0,1,1,0,2,0,1,1,0,0
Tucson,26,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,4,1,NA,NA,0,NA,1,1,0,2,0,0,0,0,1
Boise,5,1,NA,NA,NA,NA,1,1,1,1,0,0,0,0,NA
Tucson,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis,55.5,1,NA,1,1,NA,1,0,1,1,0,1,1,0,0
Boise,12,1,1,1,1,0,1,1,1,1,0,0,0,0,0
New Orleans,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
St Louis,12,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Indianapolis,-13.5,1,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA
Tucson,13,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
St Louis,0,1,NA,NA,1,NA,1,0,1,1,NA,NA,NA,NA,1
Santa Barbara,37.5,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1
St Louis,-20,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Boise,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Indianapolis,-3,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
Philadelphia,51,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Nashville,6.5,NA,NA,NA,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA
Nashville,23,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0
Philadelphia,59,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,9,1,NA,1,1,NA,1,1,1,1,0,0,0,0,0
Tucson,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,14,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
St Louis,-28,1,NA,0,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA
Santa Barbara,8.5,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tampa,-11,1,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,0
Santa Barbara,13,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Philadelphia,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
St Louis,16,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Tampa,22,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Nashville,0,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,194,1,NA,0,0,0,1,1,0,1,0,1,1,0,0
Boise,38,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1
Philadelphia,-12,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
St Louis,6,NA,NA,NA,1,NA,1,NA,NA,1,0,0,0,0,NA
St Louis,28.5,1,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1
Philadelphia,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tampa,9,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tampa,40,1,NA,1,1,NA,1,1,0,1,0,1,0,0,1
Tampa,8.5,1,NA,0,1,NA,0,0,NA,1,NA,NA,NA,NA,0
Indianapolis,5,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
St Louis,0,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Santa Barbara,42,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
St Louis,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
New Orleans,-3,1,NA,0,1,NA,0,0,0,1,0,0,0,0,0
Indianapolis,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boise,-6.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Reno,8,1,NA,1,1,NA,1,1,1,1,0,0,0,0,NA
Tampa,-14.5,1,NA,0,1,NA,0,0,NA,1,0,0,0,0,NA
Philadelphia,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Tucson,110,1,NA,1,0,NA,1,1,0,1,0,1,1,0,0
Philadelphia,3,1,1,0,NA,NA,1,1,0,1,0,0,0,0,0
Santa Barbara,-9.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tucson,69,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Reno,18.5,1,NA,0,1,0,1,1,1,1,0,1,0,0,0
New Orleans,-10,1,NA,0,1,NA,1,0,1,1,0,0,0,0,1
Indianapolis,3,1,1,1,1,NA,1,0,NA,1,0,0,0,0,1
Indianapolis,-7,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,0
Philadelphia,34,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
St Louis,64.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
St Louis,0,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Philadelphia,0,1,NA,NA,NA,NA,NA,0,NA,1,0,0,0,0,0
Indianapolis,11,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,NA
Philadelphia,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA
Tucson,0,1,NA,0,1,NA,1,0,1,1,0,0,0,0,1
Indianapolis,7,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tampa,6,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Indianapolis,6,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Tampa,36,1,NA,0,1,NA,1,1,NA,1,0,1,0,0,1
Tampa,77.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,7.5,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,NA
Boise,6,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Philadelphia,8,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,0,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Tampa,31.5,1,NA,1,0,NA,1,1,1,1,0,0,0,0,0
Indianapolis,5,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,0,0,NA
Indianapolis,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Indianapolis,6,1,NA,1,1,NA,1,1,1,1,0,0,0,0,0
New Orleans,-8,1,NA,0,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA
Boise,13,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0
Philadelphia,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
St Louis,-15,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,1
New Orleans,-5.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Nashville,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
St Louis,-18.5,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,NA
Santa Barbara,0,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,1
Tucson,67.5,1,NA,1,1,NA,1,1,1,1,0,1,0,0,1
Tucson,0,1,NA,1,1,NA,1,1,1,1,0,0,0,0,NA
Philadelphia,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Indianapolis,18,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Indianapolis,0,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1
Boise,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Indianapolis,6,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
New Orleans,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tucson,-9,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,0
Nashville,-9,1,NA,0,1,NA,1,1,NA,1,0,1,0,0,NA
Nashville,9.5,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0
